date,plot,surface,collar_notes,collar_location_notes,analyzer_id,chamber_id,soil_temp_c,water_temp_c,water_depth_cm,start_time,end_time,temp_start,temp_end,pressure_start,pressure_end,rh_start,rh_end,pneumatophore_count,notes_1,notes_2,...22,...23,...24,...25,...26,...27,datetime,date_only,flux_id,air_temp,temp_source
3/20/23,MI,Soil,dry no crust bio,25°55.9108 / 81°39.6948,LGR3,1 ft soil,21,NA,0,13:50:00,13:52:00,26.1,27.6,1022.7,1022.8,61.6,69.9,0,NA,Weather = sunny,NA,NA,NA,NA,NA,NA,2023-03-20T13:50:00.000000Z,2023-03-20,Mar_20_23_MI_S_dry no crust bio_1ftsoil_LGR3,26.8,Tree same-day
3/20/23,MI,Soil,biocrust,25°55.9111 / 81°39.6942,LGR3,1 ft soil,23.5,NA,0.2,13:55:00,13:57:00,27.6,28.6,1022.7,1022.7,58.2,67.2,0,NA,System time = 13:25:00,NA,NA,NA,NA,NA,NA,2023-03-20T13:55:00.000000Z,2023-03-20,Mar_20_23_MI_S_biocrust_1ftsoil_LGR3,26.8,Tree same-day
3/20/23,MI,Soil,7570 biocrust,25°55.9085 / 81.39°6997,LGR3,1 ft soil,21.9,NA,0,14:00:30,14:02:30,25.3,27.9,1022.5,1022.7,51.1,69,0,NA,Real time = 13:06:00,NA,NA,NA,NA,NA,NA,2023-03-20T14:00:30.000000Z,2023-03-20,Mar_20_23_MI_S_7570 biocrust_1ftsoil_LGR3,26.8,Tree same-day
3/20/23,MI,Soil,20% biocrust,25°55.9060 / 81°39.7084,LGR3,1 ft soil,21.7,NA,0,14:06:00,14:08:00,24.1,27.1,1022.6,1022.6,45.5,66.4,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-20T14:06:00.000000Z,2023-03-20,Mar_20_23_MI_S_20% biocrust_1ftsoil_LGR3,26.8,Tree same-day
3/20/23,MI,Soil,50% biocurst,25°55.9037 / 81°39.7116,LGR3,1 ft soil,21.7,NA,0,14:11:00,14:13:00,24.5,27.9,1022.5,1022.6,48,68.3,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-20T14:11:00.000000Z,2023-03-20,Mar_20_23_MI_S_50% biocurst_1ftsoil_LGR3,26.8,Tree same-day
3/20/23,MI,Soil,10% biocrust,25°55.9032 / 81°39.7103,LGR3,1 ft soil,21.9,NA,0,14:16:00,14:18:00,25.2,28.4,1022.4,1022.6,52.1,66.3,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-20T14:16:00.000000Z,2023-03-20,Mar_20_23_MI_S_10% biocrust_1ftsoil_LGR3,26.8,Tree 30min
3/20/23,MI,Soil,5 PO biocrust,25°55.9010 / 81°39.7161,LGR3,1 ft soil,21.2,NA,0,14:21:30,14:23:30,25.9,28.4,1022.5,1022.6,44.4,63.3,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-20T14:21:30.000000Z,2023-03-20,Mar_20_23_MI_S_5 PO biocrust_1ftsoil_LGR3,26.8,Tree 30min
3/22/23,BL60,Water,1,NA,LGR3,Floating 8 in,23.9,NA,NA,15:08:30,15:10:30,NA,NA,NA,NA,NA,NA,3,3 pneum,pneum = pneumatosphere,NA,NA,NA,NA,NA,NA,2023-03-22T15:08:30.000000Z,2023-03-22,Mar_22_23_BL60_W_1_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,2,NA,LGR3,Floating 8 in,24.3,NA,NA,15:13:30,15:15:30,NA,NA,NA,NA,NA,NA,0,NA,RDA & FMA,NA,NA,NA,NA,NA,NA,2023-03-22T15:13:30.000000Z,2023-03-22,Mar_22_23_BL60_W_2_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,3,NA,LGR3,Floating 8 in,24.7,NA,NA,15:18:30,15:20:30,NA,NA,NA,NA,NA,NA,0,NA,LGR3 time = 15:20,NA,NA,NA,NA,NA,NA,2023-03-22T15:18:30.000000Z,2023-03-22,Mar_22_23_BL60_W_3_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,4,NA,LGR3,Floating 8 in,24.1,NA,NA,15:23:00,15:25:00,NA,NA,NA,NA,NA,NA,0,NA,Real time = 15: 16,NA,NA,NA,NA,NA,NA,2023-03-22T15:23:00.000000Z,2023-03-22,Mar_22_23_BL60_W_4_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,5,NA,LGR3,Floating 8 in,24.5,NA,NA,15:28:30,15:30:30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-22T15:28:30.000000Z,2023-03-22,Mar_22_23_BL60_W_5_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,6,NA,LGR3,Floating 8 in,24,NA,NA,15:35:00,15:37:00,NA,NA,NA,NA,NA,NA,5,5 pneum,NA,NA,NA,NA,NA,NA,NA,2023-03-22T15:35:00.000000Z,2023-03-22,Mar_22_23_BL60_W_6_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,7,NA,LGR3,Floating 8 in,24,NA,NA,15:41:30,15:42:30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-22T15:41:30.000000Z,2023-03-22,Mar_22_23_BL60_W_7_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,8,NA,LGR3,Floating 8 in,24.1,NA,NA,15:47:30,15:49:30,NA,NA,NA,NA,NA,NA,1,1 pneum,NA,NA,NA,NA,NA,NA,NA,2023-03-22T15:47:30.000000Z,2023-03-22,Mar_22_23_BL60_W_8_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,9,NA,LGR3,Floating 8 in,24.1,NA,NA,15:53:30,15:55:30,NA,NA,NA,NA,NA,NA,3,3 pneum,NA,NA,NA,NA,NA,NA,NA,2023-03-22T15:53:30.000000Z,2023-03-22,Mar_22_23_BL60_W_9_Floating8in_LGR3,26.7,Weather station
3/22/23,BL60,Water,10,NA,LGR3,Floating 8 in,24.6,NA,NA,16:00:00,16:02:00,NA,NA,NA,NA,NA,NA,3,3 pneum,NA,NA,NA,NA,NA,NA,NA,2023-03-22T16:00:00.000000Z,2023-03-22,Mar_22_23_BL60_W_10_Floating8in_LGR3,28.3,Weather station
