"no","index","flux_id","plot","date","start_time","end_time","component","status","species","analyzer","analyzer_id","chamber","chamber_class","chamber_vol","chamber_area","height","diameter","stem_temp","air_temp","soil_temp","lenticels","above","water_depth","datetime","date_only"
79,"Mar_23_79","Mar_23_79_FLM30_stem","FLM30","3/18/23","13:53:15","13:56:15","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"90",16.5,7.6,29.7,25.7,"","sediment",0,2023-03-18 13:53:15,2023-03-18
80,"Mar_23_80","Mar_23_80_FLM30_stem","FLM30","3/18/23","13:47:45","13:50:45","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"130",14,9.2,29.7,25.7,"","sediment",0,2023-03-18 13:47:45,2023-03-18
81,"Mar_23_81","Mar_23_81_FLM30_stem","FLM30","3/18/23","14:23:30","14:26:30","stem","dead","AVGE","LGR","LGR2","A4","A",NA,NA,"0",9.5,NA,29.5,NA,"","sediment",NA,2023-03-18 14:23:30,2023-03-18
82,"Mar_23_82","Mar_23_82_FLM30_stem","FLM30","3/18/23","12:48:00","12:51:00","stem","dead","AVGE","LGR","LGR2","A5","A",NA,NA,"20",19,28.1,27.6,25.9,"","sediment",5,2023-03-18 12:48:00,2023-03-18
83,"Mar_23_83","Mar_23_83_FLM30_stem","FLM30","3/18/23","12:54:00","12:57:00","stem","dead","AVGE","LGR","LGR2","A5","A",NA,NA,"60",12,31.1,27.6,25.9,"","sediment",5,2023-03-18 12:54:00,2023-03-18
84,"Mar_23_84","Mar_23_84_FLM30_stem","FLM30","3/18/23","13:00:30","13:03:30","stem","dead","AVGE","LGR","LGR2","A5","A",NA,NA,"120",11,29.6,27.6,25.9,"","sediment",5,2023-03-18 13:00:30,2023-03-18
85,"Mar_23_85","Mar_23_85_FLM30_stem","FLM30","3/18/23","13:18:30","13:21:30","stem","dead","AVGE","LGR","LGR2","C2","C",NA,NA,"20",21,28.8,29.4,25.4,"","sediment",2,2023-03-18 13:18:30,2023-03-18
88,"Mar_23_88","Mar_23_88_FLM30_stem","FLM30","3/18/23","11:57:00","12:00:00","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"25",14,33.4,28.4,24.9,"","sediment",5,2023-03-18 11:57:00,2023-03-18
89,"Mar_23_89","Mar_23_89_FLM30_stem","FLM30","3/18/23","12:02:30","12:05:30","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"55",12.5,28.9,28.4,24.9,"","sediment",5,2023-03-18 12:02:30,2023-03-18
90,"Mar_23_90","Mar_23_90_FLM30_stem","FLM30","3/18/23","12:09:30","12:12:30","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"85",14.5,30.8,28.4,24.9,"","sediment",5,2023-03-18 12:09:30,2023-03-18
91,"Mar_23_91","Mar_23_91_FLM30_stem","FLM30","3/18/23","12:19:30","12:22:30","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"20",20,29.3,29.1,24.6,"","sediment",5,2023-03-18 12:19:30,2023-03-18
92,"Mar_23_92","Mar_23_92_FLM30_stem","FLM30","3/18/23","12:26:00","12:29:00","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"60",19.5,27.7,29.1,24.6,"","sediment",5,2023-03-18 12:26:00,2023-03-18
93,"Mar_23_93","Mar_23_93_FLM30_stem","FLM30","3/18/23","12:33:00","12:36:00","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"100",17.5,29.5,29.1,24.6,"","sediment",5,2023-03-18 12:33:00,2023-03-18
70,"Mar_23_70","Mar_23_70_FLM30_stem","FLM30","3/18/23","13:05:00","13:08:00","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"12",21.2,21.2,27.6,25.2,"","sediment",1,2023-03-18 13:05:00,2023-03-18
86,"Mar_23_86","Mar_23_86_FLM30_stem","FLM30","3/18/23","13:29:30","13:32:30","stem","dead","AVGE","LGR","LGR2","B7","B",NA,NA,"75",14,34.8,29.4,25.4,"","sediment",2,2023-03-18 13:29:30,2023-03-18
68,"Mar_23_68","Mar_23_68_FLM30_stem","FLM30","3/18/23","12:56:00","12:59:30","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"55",13,26.4,27.6,25.2,"","sediment",1,2023-03-18 12:56:00,2023-03-18
61,"Mar_23_61","Mar_23_61_FLM30_stem","FLM30","3/18/23","13:38:26","13:44:26","stem","dead","AVGE","LGR","LGR3","C5","C",NA,NA,"115",74.8,32.2,29.4,25.8,"","sediment",1,2023-03-18 13:38:26,2023-03-18
309,"Mar_23_309","Mar_23_309_BL60_leaves","BL60","3/19/23","13:39:00","13:40:00","leaves","alive","LARA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,28.3,NA,"","sediment",NA,2023-03-19 13:39:00,2023-03-19
34,"Mar_23_34","Mar_23_34_BL60_stem","BL60","3/19/23","11:07:30","11:09:30","stem","alive","RHMA","LGR","LGR3","A4","A",NA,NA,"100",4.8,26.1,27.3,22.8,"","sediment",0,2023-03-19 11:07:30,2023-03-19
306,"Mar_23_306","Mar_23_306_BL60_leaves","BL60","3/19/23","13:09:00","13:11:00","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,27.8,NA,"","sediment",NA,2023-03-19 13:09:00,2023-03-19
10,"Mar_23_10","Mar_23_10_BL60_stem","BL60","3/19/23","11:55:25","11:58:25","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"10.5",5.6,26.3,26.8,22.5,"","sediment",0,2023-03-19 11:55:25,2023-03-19
11,"Mar_23_11","Mar_23_11_BL60_stem","BL60","3/19/23","12:19:10","12:22:10","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"15.5",4.1,26.9,26.8,22.5,"","sediment",0,2023-03-19 12:19:10,2023-03-19
12,"Mar_23_12","Mar_23_12_BL60_stem","BL60","3/19/23","12:43:20","12:46:20","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"80",4.5,26.5,26.8,NA,"","sediment",0,2023-03-19 12:43:20,2023-03-19
13,"Mar_23_13","Mar_23_13_BL60_root","BL60","3/19/23","12:09:00","12:12:00","root","alive","RHMA","LGR","LGR2","HA","HA",NA,NA,"17",NA,NA,26.8,NA,"","sediment",0,2023-03-19 12:09:00,2023-03-19
14,"Mar_23_14","Mar_23_14_BL60_stem","BL60","3/19/23","13:32:00","13:35:00","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"90",4.1,26,27.4,22.5,"","sediment",0,2023-03-19 13:32:00,2023-03-19
15,"Mar_23_15","Mar_23_15_BL60_root","BL60","3/19/23","13:42:00","13:45:00","root","alive","RHMA","LGR","LGR2","Ha","HA",NA,NA,"30",2.1,26.3,26.6,22.5,"","sediment",0,2023-03-19 13:42:00,2023-03-19
17,"Mar_23_17","Mar_23_17_BL60_stem","BL60","3/19/23","9:30:30","9:33:30","stem","alive","RHMA","LGR","LGR2","A4","A",NA,NA,"55",5.9,22.7,26.9,21.4,"","sediment",0,2023-03-19 09:30:30,2023-03-19
18,"Mar_23_18","Mar_23_18_BL60_stem","BL60","3/19/23","10:49:50","10:52:50","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"92",3.8,23.1,26.9,21.4,"","sediment",0,2023-03-19 10:49:50,2023-03-19
20,"Mar_23_20","Mar_23_20_BL60_stem","BL60","3/19/23","10:32:37","10:35:37","stem","alive","RHMA","LGR","LGR2","HA","HA",NA,NA,"29",2.9,24.3,26.9,21.4,"","sediment",0,2023-03-19 10:32:37,2023-03-19
22,"Mar_23_22","Mar_23_22_BL60_stem","BL60","3/19/23","11:14:20","11:17:20","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"103",3.1,26.4,26.9,21.9,"","sediment",0,2023-03-19 11:14:20,2023-03-19
23,"Mar_23_23","Mar_23_23_BL60_stem","BL60","3/19/23","11:22:50","11:25:50","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"135",2.6,26.3,26.9,21.9,"","sediment",0,2023-03-19 11:22:50,2023-03-19
24,"Mar_23_24","Mar_23_24_BL60_root","BL60","3/19/23","11:30:23","11:33:23","root","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"17",2.2,25.9,26.9,21.9,"","sediment",0,2023-03-19 11:30:23,2023-03-19
26,"Mar_23_26","Mar_23_26_BL60_stem","BL60","3/19/23","13:30:30","13:33:30","stem","CWD","COPE","LGR","LGR3","B3","B",NA,NA,"30",12.5,22.8,27.6,22.7,"","sediment",0,2023-03-19 13:30:30,2023-03-19
27,"Mar_23_27","Mar_23_27_BL60_stem","BL60","3/19/23","13:36:45","13:39:45","stem","CWD","COPE","LGR","LGR3","B3","B",NA,NA,"60",9,22.6,27.6,22.6,"","sediment",0,2023-03-19 13:36:45,2023-03-19
28,"Mar_23_28","Mar_23_28_BL60_stem","BL60","3/19/23","13:49:30","13:52:30","stem","CWD","RHMA","LGR","LGR3","B3","B",NA,NA,"60",9,25.5,26.6,22.7,"","sediment",0,2023-03-19 13:49:30,2023-03-19
29,"Mar_23_29","Mar_23_29_BL60_root","BL60","3/19/23","11:30:30","11:33:30","root","alive","RHMA","LGR","LGR3","HB","HB",NA,NA,"5",3,25.2,26.7,9,"","sediment",0,2023-03-19 11:30:30,2023-03-19
30,"Mar_23_30","Mar_23_30_BL60_stem","BL60","3/19/23","11:08:00","11:11:00","stem","alive","RHMA","LGR","LGR3","A4","A",NA,NA,"75",8,23.7,26.7,22.5,"","sediment",0,2023-03-19 11:08:00,2023-03-19
31,"Mar_23_31","Mar_23_31_BL60_stem","BL60","3/19/23","11:16:00","11:19:00","stem","alive","RHMA","LGR","LGR3","A4","A",NA,NA,"110",8,24.1,26.7,22.5,"","sediment",0,2023-03-19 11:16:00,2023-03-19
32,"Mar_23_32","Mar_23_32_BL60_root","BL60","3/19/23","11:41:00","11:44:00","root","alive","RHMA","LGR","LGR3","HB","HB",NA,NA,"15",3,25.3,27.3,22.8,"","sediment",0,2023-03-19 11:41:00,2023-03-19
33,"Mar_23_33","Mar_23_33_BL60_stem","BL60","3/19/23","11:53:15","11:56:15","stem","alive","RHMA","LGR","LGR3","A4","A",NA,NA,"60",5,26,27.3,22.8,"","sediment",0,2023-03-19 11:53:15,2023-03-19
36,"Mar_23_36","Mar_23_36_BL60_stem","BL60","3/19/23","10:10:45","10:13:45","stem","alive","COPE","LGR","LGR3","A4","A",NA,NA,"55",8.5,24.2,26.9,23.9,"","sediment",0,2023-03-19 10:10:45,2023-03-19
37,"Mar_23_37","Mar_23_37_BL60_stem","BL60","3/19/23","10:19:15","10:22:15","stem","alive","COPE","LGR","LGR3","A4","A",NA,NA,"90",7.5,24.5,26.9,23.9,"","sediment",0,2023-03-19 10:19:15,2023-03-19
38,"Mar_23_38","Mar_23_38_BL60_stem","BL60","3/19/23","10:32:30","10:35:30","stem","alive","COPE","LGR","LGR3","B3","B",NA,NA,"25",9.5,24.4,27.3,23.1,"","sediment",0,2023-03-19 10:32:30,2023-03-19
39,"Mar_23_39","Mar_23_39_BL60_stem","BL60","3/19/23","10:42:00","10:45:00","stem","alive","COPE","LGR","LGR3","A4","A",NA,NA,"75",5,24.9,27.3,23.1,"","sediment",0,2023-03-19 10:42:00,2023-03-19
40,"Mar_23_40","Mar_23_40_BL60_stem","BL60","3/19/23","12:24:30","12:27:30","stem","alive","COPE","LGR","LGR3","C5","C",NA,NA,"25",20.5,25.3,26.8,23,"","sediment",0,2023-03-19 12:24:30,2023-03-19
41,"Mar_23_41","Mar_23_41_BL60_stem","BL60","3/19/23","12:37:30","12:40:30","stem","alive","COPE","LGR","LGR3","B3","B",NA,NA,"66",15.5,25.2,26.8,23,"","sediment",0,2023-03-19 12:37:30,2023-03-19
42,"Mar_23_42","Mar_23_42_BL60_stem","BL60","3/19/23","12:48:00","12:51:00","stem","alive","COPE","LGR","LGR3","B3","B",NA,NA,"108",14.5,24.4,26.8,23,"","sediment",0,2023-03-19 12:48:00,2023-03-19
298,"Mar_23_298","Mar_23_298_BL60_leaves","BL60","3/19/23","10:00:00","10:03:00","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,26.9,NA,"","sediment",NA,2023-03-19 10:00:00,2023-03-19
301,"Mar_23_301","Mar_23_301_BL60_leaves","BL60","3/19/23","11:28:00","11:31:00","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,26.9,NA,"","sediment",NA,2023-03-19 11:28:00,2023-03-19
303,"Mar_23_303","Mar_23_303_BL60_leaves","BL60","3/19/23","12:26:00","12:29:00","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,27.3,NA,"","sediment",NA,2023-03-19 12:26:00,2023-03-19
304,"Mar_23_304","Mar_23_304_BL60_leaves","BL60","3/19/23","12:45:00","12:48:00","leaves","alive","AVGE","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,27.2,NA,"","sediment",NA,2023-03-19 12:45:00,2023-03-19
305,"Mar_23_305","Mar_23_305_BL60_leaves","BL60","3/19/23","12:50:30","12:53:30","leaves","alive","AVGE","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,26.8,NA,"","sediment",NA,2023-03-19 12:50:30,2023-03-19
307,"Mar_23_307","Mar_23_307_BL60_leaves","BL60","3/19/23","13:26:00","13:29:00","leaves","alive","LARA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,27.3125,NA,"","sediment",NA,2023-03-19 13:26:00,2023-03-19
308,"Mar_23_308","Mar_23_308_BL60_leaves","BL60","3/19/23","13:32:30","13:35:30","leaves","alive","LARA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,27.3125,NA,"","sediment",NA,2023-03-19 13:32:30,2023-03-19
19,"Mar_23_19","Mar_23_19_BL60_stem","BL60","3/19/23","9:54:30","9:57:30","stem","alive","RHMA","LGR","LGR2","HA","HA",NA,NA,"15",2.7,26.2,26.9,21.4,"","sediment",0,2023-03-19 09:54:30,2023-03-19
21,"Mar_23_21","Mar_23_21_BL60_stem","BL60","3/19/23","11:57:40","12:00:40","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"55",3.6,26.2,26.9,21.9,"","sediment",0,2023-03-19 11:57:40,2023-03-19
35,"Mar_23_35","Mar_23_35_BL60_stem","BL60","3/19/23","9:54:30","9:57:30","stem","alive","COPE","LGR","LGR3","B3","B",NA,NA,"20",11,23,26.9,23.9,"","sediment",0,2023-03-19 09:54:30,2023-03-19
299,"Mar_23_299","Mar_23_299_BL60_leaves","BL60","3/19/23","10:40:00","10:43:00","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,26.8,NA,"","sediment",NA,2023-03-19 10:40:00,2023-03-19
302,"Mar_23_302","Mar_23_302_BL60_leaves","BL60","3/19/23","12:21:00","12:24:00","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,27.2,NA,"","sediment",NA,2023-03-19 12:21:00,2023-03-19
300,"Mar_23_300","Mar_23_300_BL60_leaves","BL60","3/19/23","11:16:00","11:20:00","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,26.8,NA,"","sediment",NA,2023-03-19 11:16:00,2023-03-19
16,"Mar_23_16","Mar_23_16_BL60_stem","BL60","3/19/23","13:41:30","13:50:30","stem","alive","RHMA","LGR","LGR2","A crack","A",NA,NA,"?",4,26.1,26.6,22.5,"","sediment",0,2023-03-19 13:41:30,2023-03-19
1,"Mar_23_1","Mar_23_1_MI_stem","MI","3/20/23","14:44:00","14:47:00","stem","dead","AVGE","LGR","LGR3","C2","C",NA,NA,"10",16,33.7,26.8,22.3,"","sediment",0,2023-03-20 14:44:00,2023-03-20
2,"Mar_23_2","Mar_23_2_MI_stem","MI","3/20/23","14:51:00","14:54:00","stem","dead","AVGE","LGR","LGR3","C2","C",NA,NA,"60",14,39.3,26.8,22.3,"","sediment",0,2023-03-20 14:51:00,2023-03-20
3,"Mar_23_3","Mar_23_3_MI_stem","MI","3/20/23","14:56:45","14:59:45","stem","dead","AVGE","LGR","LGR3","B3","B",NA,NA,"110",14,38,26.8,22.3,"","sediment",0,2023-03-20 14:56:45,2023-03-20
5,"Mar_23_5","Mar_23_5_MI_stem","MI","3/20/23","15:17:00","15:20:00","stem","dead","AVGE","LGR","LGR3","B3","B",NA,NA,"60",23.5,23.7,25.9,22.6,"","sediment",1,2023-03-20 15:17:00,2023-03-20
6,"Mar_23_6","Mar_23_6_MI_stem","MI","3/20/23","15:11:00","15:14:00","stem","dead","AVGE","LGR","LGR3","B3","B",NA,NA,"104",15.5,23,25.9,22.6,"","sediment",1,2023-03-20 15:11:00,2023-03-20
7,"Mar_23_7","Mar_23_7_MI_stem","MI","3/20/23","15:29:30","15:32:30","stem","dead","AVGE","LGR","LGR3","B3","B",NA,NA,"11",20.5,37,25.7,21.6,"","sediment",0,2023-03-20 15:29:30,2023-03-20
8,"Mar_23_8","Mar_23_8_MI_stem","MI","3/20/23","15:36:00","15:39:00","stem","dead","AVGE","LGR","LGR3","B3","B",NA,NA,"55",13.5,37.1,25.7,21.6,"","sediment",0,2023-03-20 15:36:00,2023-03-20
9,"Mar_23_9","Mar_23_9_MI_stem","MI","3/20/23","15:50:00","15:53:00","stem","dead","AVGE","LGR","LGR3","B3","B",NA,NA,"115",12.5,31.9,25.7,21.6,"","sediment",0,2023-03-20 15:50:00,2023-03-20
4,"Mar_23_4","Mar_23_4_MI_stem","MI","3/20/23","15:22:00","15:25:00","stem","dead","AVGE","LGR","LGR3","B3","B",NA,NA,"10",24.5,25.6,25.9,22.6,"","sediment",1,2023-03-20 15:22:00,2023-03-20
2,"Oct_22_2","Oct_22_2_FLM30_stem","FLM30","10/15/22","13:15:37","13:20:34","stem","Dead","AVGE","LGR","LGR2","C1","C",NA,NA,"50",17.5,36.7,NA,NA,"no","Water",25.4,2022-10-15 13:15:37,2022-10-15
3,"Oct_22_3","Oct_22_3_FLM30_stem","FLM30","10/15/22","13:22:00","13:27:00","stem","Dead","AVGE","LGR","LGR2","C1","C",NA,NA,"100",17,36.5,NA,NA,"no","Water",25.4,2022-10-15 13:22:00,2022-10-15
4,"Oct_22_4","Oct_22_4_FLM30_stem","FLM30","10/15/22","14:01:30","14:06:30","stem","Dead","AVGE","LGR","LGR2","C1","C",NA,NA,"0",22,31.7,NA,NA,"no","Water",25.4,2022-10-15 14:01:30,2022-10-15
5,"Oct_22_5","Oct_22_5_FLM30_stem","FLM30","10/15/22","14:10:00","14:15:00","stem","Dead","AVGE","LGR","LGR2","C1","C",NA,NA,"50",20,30.3,NA,NA,"no","Water",25.4,2022-10-15 14:10:00,2022-10-15
6,"Oct_22_6","Oct_22_6_FLM30_stem","FLM30","10/15/22","14:19:00","14:24:00","stem","Dead","AVGE","LGR","LGR2","C1","C",NA,NA,"100",19.5,32,NA,NA,"no","Water",25.4,2022-10-15 14:19:00,2022-10-15
1,"Oct_22_1","Oct_22_1_FLM30_stem","FLM30","10/15/22","13:01:50","13:10:30","stem","Dead","AVGE","LGR","LGR2","C1","C",NA,NA,"0",17.5,33.7,NA,NA,"no","Water",25.4,2022-10-15 13:01:50,2022-10-15
29,"Oct_22_29","Oct_22_29_SRS6_stem","SRS6","10/16/22","13:24:53","13:27:33","stem","Alive","RHMA","LGR","LGR2","C1","C",NA,NA,"100",25.4,27,26.3,27.6,"no","Sediment",NA,2022-10-16 13:24:53,2022-10-16
12,"Oct_22_12","Oct_22_12_SRS6_stem","SRS6","10/16/22","13:39:25","13:42:25","stem","Alive","RHMA","LGR","LGR3","B4","B",NA,NA,"50",18.2,27.3,27.3,26.8,"yes","Sediment",NA,2022-10-16 13:39:25,2022-10-16
14,"Oct_22_14","Oct_22_14_SRS6_root","SRS6","10/16/22","13:59:24","14:02:24","root","Alive","RHMA","LGR","LGR3","A7","A",NA,NA,"na",6.9,27.7,27.3,26.8,"no","Sediment",NA,2022-10-16 13:59:24,2022-10-16
18,"Oct_22_18","Oct_22_18_SRS6_stem","SRS6","10/16/22","12:29:30","12:32:30","stem","Alive","RHMA","LGR","LGR2","C2","C",NA,NA,"0",30,27.3,27.55,27,"no","Sediment",NA,2022-10-16 12:29:30,2022-10-16
20,"Oct_22_20","Oct_22_20_SRS6_stem","SRS6","10/16/22","12:51:30","12:54:30","stem","Dead","AVGE","LGR","LGR2","B2","B",NA,NA,"100",14,26.3,27.3388888888889,27,"no","Sediment",NA,2022-10-16 12:51:30,2022-10-16
21,"Oct_22_21","Oct_22_21_SRS6_stem","SRS6","10/16/22","12:56:00","12:59:00","stem","Dead","AVGE","LGR","LGR2","B2","B",NA,NA,"0",15.5,26.6,27.2444444444444,27,"no","Sediment",NA,2022-10-16 12:56:00,2022-10-16
22,"Oct_22_22","Oct_22_22_SRS6_stem","SRS6","10/16/22","13:00:30","13:03:30","stem","Dead","AVGE","LGR","LGR2","B2","B",NA,NA,"50",15,26.7,27.2166666666667,27,"no","Sediment",NA,2022-10-16 13:00:30,2022-10-16
25,"Oct_22_25","Oct_22_25_SRS6_stem","SRS6","10/16/22","12:36:08","12:39:08","stem","Alive","RHMA","LGR","LGR2","C1","C",NA,NA,"100",21.1,27,27.8,27.2,"no","Sediment",NA,2022-10-16 12:36:08,2022-10-16
27,"Oct_22_27","Oct_22_27_SRS6_stem","SRS6","10/16/22","13:37:29","13:40:29","stem","Alive","RHMA","LGR","LGR2","B1","B",NA,NA,"0",25.9,26.9,24.6,27.6,"no","Sediment",NA,2022-10-16 13:37:29,2022-10-16
28,"Oct_22_28","Oct_22_28_SRS6_stem","SRS6","10/16/22","13:42:32","13:45:32","stem","Alive","RHMA","LGR","LGR2","B1","B",NA,NA,"50",25,26.4,24,27.6,"no","Sediment",NA,2022-10-16 13:42:32,2022-10-16
30,"Oct_22_30","Oct_22_30_SRS6_root","SRS6","10/16/22","13:31:38","13:34:38","root","Alive","RHMA","LGR","LGR2","B1","B",NA,NA,"na",10.9,26.5,25.6,27.6,"no","Sediment",NA,2022-10-16 13:31:38,2022-10-16
8,"Oct_22_8","Oct_22_8_SRS6_stem","SRS6","10/16/22","13:04:05","13:07:06","stem","Alive","RHMA","LGR","LGR3","C5","C",NA,NA,"50",22.3,27.6,26.5,26.8,"no","Sediment",NA,2022-10-16 13:04:05,2022-10-16
11,"Oct_22_11","Oct_22_11_SRS6_stem","SRS6","10/16/22","13:32:08","13:35:09","stem","Alive","RHMA","LGR","LGR3","B4","B",NA,NA,"0",18.1,27.1,27.3,26.8,"no","Sediment",NA,2022-10-16 13:32:08,2022-10-16
15,"Oct_22_15","Oct_22_15_SRS6_root","SRS6","10/16/22","14:05:09","14:08:10","root","Alive","RHMA","LGR","LGR3","A6","A",NA,NA,"na",5.5,27,27.3,26.8,"no","Sediment",NA,2022-10-16 14:05:09,2022-10-16
7,"Oct_22_7","Oct_22_7_SRS6_stem","SRS6","10/16/22","12:57:50","13:00:51","stem","Alive","RHMA","LGR","LGR3","C5","C",NA,NA,"0",23,27.4,26.5,26.8,"no","Sediment",NA,2022-10-16 12:57:50,2022-10-16
9,"Oct_22_9","Oct_22_9_SRS6_stem","SRS6","10/16/22","13:11:06","13:14:07","stem","Alive","RHMA","LGR","LGR3","C5","C",NA,NA,"100",21.5,27.5,26.5,26.8,"no","Sediment",NA,2022-10-16 13:11:06,2022-10-16
13,"Oct_22_13","Oct_22_13_SRS6_stem","SRS6","10/16/22","13:49:19","13:52:20","stem","Alive","RHMA","LGR","LGR3","B4","B",NA,NA,"100",17.3,27.8,27.3,26.8,"no","Sediment",NA,2022-10-16 13:49:19,2022-10-16
10,"Oct_22_10","Oct_22_10_SRS6_root","SRS6","10/16/22","13:19:16","13:22:22","root","Alive","RHMA","LGR","LGR3","A6","A",NA,NA,"root",7,27.6,26.5,26.8,"no","Sediment",NA,2022-10-16 13:19:16,2022-10-16
16,"Oct_22_16","Oct_22_16_SRS6_stem","SRS6","10/16/22","12:14:45","12:18:00","stem","Alive","RHMA","LGR","LGR2","C2","C",NA,NA,"100",25,27.4,27.8166666666667,27,"no","Sediment",NA,2022-10-16 12:14:45,2022-10-16
19,"Oct_22_19","Oct_22_19_SRS6_root","SRS6","10/16/22","12:38:20","12:41:40","root","Dead","RHMA","LGR","LGR2","A3","A",NA,NA,"na",6.5,27.5,27.5151515151515,27,"no","Sediment",NA,2022-10-16 12:38:20,2022-10-16
24,"Oct_22_24","Oct_22_24_SRS6_stem","SRS6","10/16/22","12:44:15","12:47:55","stem","Alive","RHMA","LGR","LGR2","C1","C",NA,NA,"50",22,26.9,28.1,27.2,"no","Sediment",NA,2022-10-16 12:44:15,2022-10-16
26,"Oct_22_26","Oct_22_26_SRS6_root","SRS6","10/16/22","13:07:39","13:11:31","root","Alive","RHMA","LGR","LGR2","A1","A",NA,NA,"na",7.4,27.3,28.8,27.2,"no","Sediment",NA,2022-10-16 13:07:39,2022-10-16
23,"Oct_22_23","Oct_22_23_SRS6_stem","SRS6","10/16/22","12:58:55","13:03:57","stem","Alive","RHMA","LGR","LGR2","B1","B",NA,NA,"0",25.1,26.8,27.8,27.2,"no","Sediment",NA,2022-10-16 12:58:55,2022-10-16
17,"Oct_22_17","Oct_22_17_SRS6_stem","SRS6","10/16/22","12:21:00","12:26:50","stem","Alive","RHMA","LGR","LGR2","C2","C",NA,NA,"50",26,27.2,27.7563636363636,27,"no","Sediment",NA,2022-10-16 12:21:00,2022-10-16
55,"Oct_22_55","Oct_22_55_SRS6_stem","SRS6","10/17/22","12:43:00","12:45:00","stem","Alive","AVGE","LGR","LGR2","C1","C",NA,NA,"100",22,25.6,25.6,NA,"no","Sediment",NA,2022-10-17 12:43:00,2022-10-17
63,"Oct_22_63","Oct_22_63_SRS6_stem","SRS6","10/17/22","12:14:39","12:17:38","stem","Alive","RHMA","LGR","LGR3","B4","B",NA,NA,"0",13.3,26.4,25.6,26.8,"no","Sediment",NA,2022-10-17 12:14:39,2022-10-17
32,"Oct_22_32","Oct_22_32_SRS6_stem","SRS6","10/17/22","14:19:00","14:22:00","stem","Dead","RHMA","LGR","LGR2","A4","A",NA,NA,"50",NA,NA,27.4,NA,"no","Sediment",NA,2022-10-17 14:19:00,2022-10-17
33,"Oct_22_33","Oct_22_33_SRS6_stem","SRS6","10/17/22","14:24:00","14:27:00","stem","Dead","RHMA","LGR","LGR2","A4","A",NA,NA,"100",NA,NA,27.4,NA,"no","Sediment",NA,2022-10-17 14:24:00,2022-10-17
35,"Oct_22_35","Oct_22_35_SRS6_CWD","SRS6","10/17/22","15:06:00","15:09:00","CWD","Dead","RHMA","LGR","LGR2","B5","B",NA,NA,"na",15.5,30.5,27.4,NA,"no",NA,NA,2022-10-17 15:06:00,2022-10-17
36,"Oct_22_36","Oct_22_36_SRS6_CWD","SRS6","10/17/22","15:15:30","15:18:30","CWD","Dead","LARA","LGR","LGR2","B5","B",NA,NA,"na",16,29.6,27.4,NA,"no",NA,NA,2022-10-17 15:15:30,2022-10-17
37,"Oct_22_37","Oct_22_37_SRS6_CWD","SRS6","10/17/22","15:27:00","15:30:00","CWD","Dead","LARA","LGR","LGR2","B5","B",NA,NA,"na",18.5,30.3,27.4,NA,"no",NA,NA,2022-10-17 15:27:00,2022-10-17
38,"Oct_22_38","Oct_22_38_SRS6_stem","SRS6","10/17/22","15:42:00","15:45:00","stem","Alive","LARA","LGR","LGR2","C1","C",NA,NA,"0",33,28.2,27.4,NA,"no","Sediment",NA,2022-10-17 15:42:00,2022-10-17
40,"Oct_22_40","Oct_22_40_SRS6_stem","SRS6","10/17/22","15:55:00","15:58:00","stem","Alive","LARA","LGR","LGR2","C1","C",NA,NA,"100",26.5,28.8,27.4,NA,"no","Sediment",NA,2022-10-17 15:55:00,2022-10-17
