flux_id,index,plot,date,start_time,end_time,measurement_type,component,analyzer_source,data_source,species,status,height,height_corrected,diameter,lenticels,above,chamber_class,surface_type,collar_id,collar_location,chamber_id,pneumatophore_count,collar_offset_cm,collar_volume_cm3,air_temp,stem_temp,soil_temp,water_temp,water_depth,pressure_start,rh_start,chamber_volume_cm3,surface_area_cm2,total_system_volume_cm3,total_system_volume_L,analyzer_cell_volume_cm3,tubing_volume_cm3,CH4_best.flux,CH4_model,CH4_quality.check,CH4_flux_status,CH4_below_MDF,CH4_flagged,CH4_SNR,CH4_LM.flux,CH4_LM.SE,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.SE,CH4_HM.r2,CH4_MDF,CH4_prec,CH4_nb.obs,CH4_flux.term,CH4_LM.diagnose,CH4_HM.diagnose,CH4_LM.score,CH4_HM.score,CH4_g.fact,CH4_k.ratio.lim,CH4_MDF.lim,CH4_warn.nb.obs,CO2_best.flux,CO2_model,CO2_quality.check,CO2_flux_status,CO2_below_MDF,CO2_flagged,CO2_SNR,CO2_LM.flux,CO2_LM.SE,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.SE,CO2_HM.r2,CO2_MDF,CO2_prec,CO2_nb.obs,CO2_flux.term,CO2_LM.diagnose,CO2_HM.diagnose,CO2_LM.score,CO2_HM.score,CO2_g.fact,CO2_k.ratio.lim,CO2_MDF.lim,CO2_warn.nb.obs,year,month,month_year,season,disturbance_level,pneumatophore_density,flux_status,notes,source_file,CH4_ebull_flux,CH4_diffusive_flux,CH4_ebullitive_fraction,CH4_n_ebull_events,ebullition_reprocessed
45007_BL60_Water_171,171,BL60,2023-03-16,15:23:00,15:25:00,surface,water,LGR3,rescued,NA,NA,NA,NA,NA,NA,NA,NA,water,4,NA,Floating 8 in,0,2.54,463.3,26.7,NA,24.1,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,4.675945580240179,LM,g-fact. > 2 | Intercept (LM),valid,FALSE,TRUE,82.06892006592881,3.939717382792908,0.04800498629235034,0.9585783285887406,9.134561091520871e-203,8.08492773265872,0.09767421406316136,0.9963601163422688,0.01678254351430536,0.9,292,5.415670851108231,Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),Noise (HM.RMSE) | Noise (HM.MAE) | Exaggerated curvature (g-fact),4,0,2.0521593168003407,1,0.017,60,1.2058410889895566,HM,NA,valid,FALSE,FALSE,91.27632018634404,1.0108888800440523,0.00386452929789228,0.9957651056011532,0,1.2058410889895566,0.01321088631232927,0.9977676706560324,0.00642308601265776,0.35,292,5.415670851108231,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.192852263778991,1,0.0064,60,2023,3,2023-03,dry,regenerating,0,valid,Real time = 15: 16,LGR3_final_complete_dataset_soil.csv,0,4.675945580240179,0,0,TRUE
44852_FLM30_Water_51,51,FLM30,2022-10-18,08:57:00,09:02:00,surface,water,Picarro,original,NA,NA,NA,NA,NA,NA,NA,NA,water,surface 1,NA,Floating 8 in,NA,2.54,463.3,25.9,NA,NA,NA,10,NA,NA,3370,324.3,4283,4.283,35,29,12.785166950016707,LM,RMSE | MAE | SE | AICc,valid,FALSE,TRUE,124.18473404738972,12.80561219956108,0.10311744271783337,0.9866281486759622,4.493252718335765e-197,12.95071059010118,0.41361899319975015,0.9865597350711528,0.00101938581016596,0.1,210,5.382357077676319,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),0,4,1.0113308437174973,1,0.001,60,0.6161810351945856,LM,RMSE | MAE | SE | AICc | Intercept,valid,FALSE,TRUE,92.39668608546891,0.6161810351945856,0.00666886510003838,0.9761010316282062,7.6272566612918555e-171,0.6185361628811086,0.02666039841422514,0.9758889964382405,2.548464525414924e-4,0.025,210,5.382357077676319,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),0,4,1.0038221359503203,1,2.5e-4,60,2022,10,2022-10,wet,ghost,NA,valid,System time = 9:23:00,Picarro_soilwater_CH4_final_complete_dataset.csv,0,12.785166950016707,0,0,TRUE
44852_FLM30_Water_52,52,FLM30,2022-10-18,11:23:00,11:28:00,surface,water,Picarro,original,NA,NA,NA,NA,NA,NA,NA,NA,water,surface 2,NA,Floating 8 in,NA,2.54,463.3,26.725,NA,NA,NA,10,NA,NA,3370,324.3,4283,4.283,35,29,13.102572470024532,HM,SE,valid,FALSE,TRUE,60.580081474514586,11.8979854580773,0.05200511569239739,0.9978267303740402,1.6055620403932845e-152,12.463655009633282,0.2057384986330303,0.9979761297417518,0.00131233676794632,0.1,115,5.367457380900486,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.047543305003114,1,0.0013,60,0.32507816562495373,HM,SE,valid,FALSE,TRUE,23.692208843988865,0.2850277061747677,0.00327274209697483,0.9851907887860176,1.97905025232358e-105,0.32507816562495373,0.01372088891185981,0.9863629242957876,3.280841919865823e-4,0.025,115,5.367457380900486,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.1405142678502582,1,3.3e-4,60,2022,10,2022-10,wet,ghost,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,0,13.102572470024532,0,0,TRUE
44852_FLM30_Water_53,53,FLM30,2022-10-18,12:06:00,12:11:00,surface,water,Picarro,original,NA,NA,NA,NA,NA,NA,NA,NA,water,surface 3,NA,Floating 8 in,NA,2.54,463.3,27.357142857142858,NA,NA,NA,10,NA,NA,3370,324.3,4283,4.283,35,29,15.497460059442384,HM,SE,valid,FALSE,TRUE,45.27014043226035,8.91483898790924,0.1408107719876091,0.9833139233232728,1.6753323703270915e-61,13.79745411648802,0.3047804575983974,0.9973724004549216,0.00116688019917243,0.1,69,5.355980114201473,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.5476952679909115,1,0.0012,60,0.40474431062567534,HM,SE,valid,FALSE,TRUE,24.27734709641197,0.38056694002758434,0.00411180972704043,0.9921235720844814,1.9971639840451917e-72,0.40474431062567534,0.01667168612032959,0.9923985429675212,2.917200497931086e-4,0.025,69,5.355980114201473,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.063529876232388,1,2.9e-4,60,2022,10,2022-10,wet,ghost,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,0,15.497460059442384,0,0,TRUE
44854_SRS5_Water_54,54,SRS5,2022-10-20,12:50:00,12:55:00,surface,water,Picarro,rescued,NA,NA,NA,NA,NA,NA,NA,NA,water,surface water 1,plot edge (river),Floating 8 in,NA,2.54,463.3,20.788888888888888,NA,NA,NA,9,NA,NA,3370,324.3,4283,4.283,35,29,1.083882649017893,HM,NA,valid,FALSE,FALSE,12.514479384638696,0.7028466689441638,0.01680615320524833,0.9028914941256566,7.57247031039362e-97,1.083882649017893,0.08661028682889836,0.915267790937126,0.02623196077548263,0.9,189,5.479565139767483,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.5421324407016572,1,0.026,60,0.5684092599828697,HM,NA,valid,FALSE,FALSE,23.356264746329913,0.507368563084112,0.00570690212685344,0.9767642697653178,6.15899294190861e-155,0.5684092599828697,0.02433647957652076,0.9776139660787176,0.01020131807935435,0.35,189,5.479565139767483,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),4,0,1.1203083938187126,1,0.01,60,2022,10,2022-10,wet,healthy,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,0,1.083882649017893,0,0,FALSE
44854_SRS5_Water_55,55,SRS5,2022-10-20,13:01:00,13:05:00,surface,water,Picarro,rescued,NA,NA,NA,NA,NA,NA,NA,NA,water,surface water 2,plot center,Floating 8 in,NA,2.54,463.3,20.6,NA,NA,NA,6,NA,NA,3370,324.3,4283,4.283,35,29,0.12923269153985317,HM,AICc,valid,FALSE,TRUE,2.3158947889757924,0.10905103883478494,0.01228721512719764,0.262051128621706,2.5891449800257015e-16,0.12923269153985317,0.05580248815923391,0.26266331429253875,0.02253564149733179,0.9,220,5.483672764350736,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),3,1,1.1850661206047193,1,0.023,60,1.1916024104269147,LM,RMSE | MAE | AICc,valid,FALSE,TRUE,280.0937523314715,1.1916024104269147,0.00425429842868018,0.9972162379401732,9.573269543494812e-281,1.208018816230347,0.01738375852869611,0.9971574017063404,0.00876386058229569,0.35,220,5.483672764350736,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),1,3,1.013776747730437,1,0.0088,60,2022,10,2022-10,wet,healthy,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,0,0.12923269153985317,0,0,FALSE
44854_SRS5_Water_56,56,SRS5,2022-10-20,13:11:00,13:20:00,surface,water,Picarro,rescued,NA,NA,NA,NA,NA,NA,NA,NA,water,surface water 3,plot river interface,Floating 8 in,NA,2.54,463.3,20.522222222222226,NA,NA,NA,12,NA,NA,3370,324.3,4283,4.283,35,29,0.1085458350617071,LM,g-fact. > 2,valid,FALSE,TRUE,9.006493445682304,0.1085458350617071,0.01205195292888863,0.27615392322285914,1.3468755872345882e-16,0.21773383723749004,0.08107103623389682,0.2853406947089495,0.02350466090407197,0.9,211,5.4844208776167935,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE) | Exaggerated curvature (g-fact),4,0,2.0059160917018213,1,0.024,60,0.9579274157248155,HM,AICc,valid,FALSE,TRUE,57.193690048004584,0.935124240645154,0.00413530329288492,0.9959099938296736,8.927903323507996e-252,0.9579274157248155,0.01674883042029278,0.9959487543867598,0.00914070146269465,0.35,211,5.4844208776167935,Noise (LM.RMSE) | Noise (LM.MAE),Noise (HM.RMSE) | Noise (HM.MAE),3,1,1.024385182298268,1,0.0091,60,2022,10,2022-10,wet,healthy,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,0,0.1085458350617071,0,0,FALSE
44859_BL60_Water_81,81,BL60,2022-10-25,10:56:00,10:59:00,surface,water,Picarro,original,NA,NA,NA,NA,NA,NA,NA,NA,water,W1,NA,Floating 8 in,NA,2.54,463.3,24.771428571428572,NA,24.2,NA,14,NA,NA,3370,324.3,4283,4.283,35,29,67.23735488059414,HM,NA,valid,FALSE,FALSE,130.3538550618562,40.81461951379447,0.5197931882987004,0.981373961828659,2.1063237662128135e-102,66.55008846916569,0.5105341030197074,0.999447744725016,0.00181906630424377,0.1,118,5.402626923604022,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),4,0,1.630545360019176,1,0.0018,60,2.8261319884751037,HM,SE | Intercept (HM),valid,FALSE,TRUE,35.115164616176365,2.183675176692355,0.02219577064773024,0.988055269858252,1.353097854679124e-113,2.8261319884751037,0.08048180947934958,0.993172002754356,4.5476657606094466e-4,0.025,118,5.402626923604022,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Intercept (HM),3,1,1.294208964153674,1,4.5e-4,60,2022,10,2022-10,wet,regenerating,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,0,67.23735488059414,0,0,TRUE
44859_BL60_Water_82,82,BL60,2022-10-25,11:13:00,11:19:00,surface,water,Picarro,original,NA,NA,NA,NA,NA,NA,NA,NA,water,W2,NA,Floating 8 in,NA,2.54,463.3,24.9,NA,24.3,NA,15,NA,NA,3370,324.3,4283,4.283,35,29,40.16132461803757,HM,SE,valid,FALSE,TRUE,84.1450717707263,22.539700053867563,0.08011297770211948,0.9985996735031496,5.093291938993501e-159,24.247867658596796,0.2881674131156012,0.9989695351558352,0.00174192439150976,0.1,112,5.399965613680264,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.0757848418855127,1,0.0017,60,1.8844867512542576,HM,SE,valid,FALSE,TRUE,64.707070757449,1.708870717221496,0.00798395564635223,0.9975828745164362,5.572599723529808e-146,1.8844867512542576,0.02912335126895414,0.9982376900597024,4.354810978774406e-4,0.025,112,5.399965613680264,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),3,1,1.1027673025600797,1,4.4e-4,60,2022,10,2022-10,wet,regenerating,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,6.786393750998776,33.37493086703879,0.16897833464264816,4,TRUE
44859_BL60_Water_83,83,BL60,2022-10-25,11:28:30,11:32:00,surface,water,Picarro,original,NA,NA,NA,NA,NA,NA,NA,NA,water,W3,NA,Floating 8 in,NA,2.54,463.3,24.944444444444443,NA,24.3,NA,14,NA,NA,3370,324.3,4283,4.283,35,29,38.126058585072016,LM,RMSE | MAE | SE | AICc,valid,FALSE,TRUE,156.21651240108272,40.982857731357555,0.26234651575202816,0.9975880562923464,7.801961698894247e-78,41.26290811573461,1.0785040908225163,0.9974289218661732,0.00216840239446776,0.1,60,5.399321962224742,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),0,4,1.0068333542334402,1,0.0022,60,2.2110270001978503,LM,RMSE | MAE | SE | AICc,valid,FALSE,TRUE,183.76992168474817,2.2110270001978503,0.0120314955784266,0.9982559540849604,6.435723454378803e-82,2.233585063059249,0.04950629886502981,0.9981454877101406,5.42100598616942e-4,0.025,60,5.399321962224742,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),0,4,1.0102025270878103,1,5.4e-4,60,2022,10,2022-10,wet,regenerating,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,0,38.126058585072016,0,0,TRUE
44859_BL60_Water_84,84,BL60,2022-10-25,11:57:30,12:01:30,surface,water,Picarro,original,NA,NA,NA,NA,NA,NA,NA,NA,water,W4,NA,Floating 8 in,NA,2.54,463.3,24.96,NA,NA,NA,14,NA,NA,3370,324.3,4283,4.283,35,29,23.033700450609864,LM,RMSE | MAE | SE | AICc | nb.obs,valid,FALSE,TRUE,155.36166992151362,23.535493088306207,0.15148841474345626,0.9979327097407314,1.1679494842679828e-67,23.748406808049214,0.6334658879401778,0.9978015348287618,0.00214249832451898,0.1,51,5.3990957777878315,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),0,4,1.009046494965886,1,0.0021,60,1.4220012744909212,LM,MAE | SE | AICc | nb.obs,valid,FALSE,TRUE,132.09773251172973,1.4220012744909212,0.01076476671819218,0.997142663231104,3.245676789312224e-64,1.4679005347906278,0.0438245764575624,0.9972112795420272,5.356245811297452e-4,0.025,51,5.3990957777878315,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),1,3,1.0322779318999826,1,5.4e-4,60,2022,10,2022-10,wet,regenerating,NA,valid,NA,Picarro_soilwater_CH4_final_complete_dataset.csv,0,23.033700450609864,0,0,TRUE
LGR1_2023-03-18_FLM30_P01,LGR1_2023-03-18_FLM30_P01,FLM30,2023-03-18,11:01:16,11:11:16,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,4.140486963999355,HM,NA,valid,FALSE,FALSE,NA,3.1783350279146703,NA,0.9933822449689284,0,4.140486963999355,NA,0.9981774607022088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,4.140486963999355,0,0,TRUE
LGR1_2023-03-18_FLM30_P02,LGR1_2023-03-18_FLM30_P02,FLM30,2023-03-18,11:11:17,11:21:16,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,2.3138114929800384,HM,NA,valid,FALSE,FALSE,NA,2.0800679411097653,NA,0.996259948588643,0,2.3138114929800384,NA,0.9970180402678156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,2.3138114929800384,0,0,TRUE
LGR1_2023-03-18_FLM30_P03,LGR1_2023-03-18_FLM30_P03,FLM30,2023-03-18,11:21:17,11:31:15,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,2.4622854040866065,HM,NA,valid,FALSE,FALSE,NA,2.06763062475289,NA,0.9890743145194064,0,2.4622854040866065,NA,0.9910748389273012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,2.4622854040866065,0,0,TRUE
LGR1_2023-03-18_FLM30_P04,LGR1_2023-03-18_FLM30_P04,FLM30,2023-03-18,11:31:16,11:41:16,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,2.384109219114975,HM,NA,valid,FALSE,FALSE,NA,2.2436925527931058,NA,0.9961085594204808,0,2.384109219114975,NA,0.9963652988231514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,2.384109219114975,0,0,TRUE
LGR1_2023-03-18_FLM30_P05,LGR1_2023-03-18_FLM30_P05,FLM30,2023-03-18,11:41:17,11:51:16,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,3.0681064796852016,HM,NA,valid,FALSE,FALSE,NA,2.281918418188616,NA,0.9880424386216028,0,3.0681064796852016,NA,0.994391758269064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,3.0681064796852016,0,0,TRUE
LGR1_2023-03-18_FLM30_P06,LGR1_2023-03-18_FLM30_P06,FLM30,2023-03-18,11:51:17,12:01:16,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,1.6328600617614226,HM,AICc,valid,FALSE,FALSE,NA,1.609475992638688,NA,0.9931156072262024,0,1.6328600617614226,NA,0.9930706641670218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,1.6328600617614226,0,0,TRUE
LGR1_2023-03-18_FLM30_P07,LGR1_2023-03-18_FLM30_P07,FLM30,2023-03-18,12:01:17,12:11:15,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,2.47385206185615,HM,NA,valid,FALSE,FALSE,NA,1.8079300366673168,NA,0.9878147502485114,0,2.47385206185615,NA,0.9949662172413593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,2.47385206185615,0,0,TRUE
LGR1_2023-03-18_FLM30_P08,LGR1_2023-03-18_FLM30_P08,FLM30,2023-03-18,12:11:16,12:21:16,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,1.5120938395079444,HM,AICc,valid,FALSE,FALSE,NA,1.493595989129996,NA,0.9870492124376984,0,1.5120938395079444,NA,0.9869642423816258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,1.5120938395079444,0,0,TRUE
LGR1_2023-03-18_FLM30_P09,LGR1_2023-03-18_FLM30_P09,FLM30,2023-03-18,12:24:24,12:28:01,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,11.27626040973858,HM,SE | AICc | Intercept,valid,FALSE,FALSE,NA,10.726876024987408,NA,0.9820278409317044,5.2312853121068165e-154,11.27626040973858,NA,0.9822147317715446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,11.27626040973858,0,0,TRUE
LGR1_2023-03-18_FLM30_P10,LGR1_2023-03-18_FLM30_P10,FLM30,2023-03-18,12:28:45,12:32:49,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,16.08186025173495,HM,SE,valid,FALSE,FALSE,NA,11.340374910276912,NA,0.9868353130827244,3.939259203871423e-192,16.08186025173495,NA,0.9961432828931212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,16.08186025173495,0,0,TRUE
LGR1_2023-03-18_FLM30_P11,LGR1_2023-03-18_FLM30_P11,FLM30,2023-03-18,12:34:10,12:44:10,surface,water,LGR1,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,8.4513423084923,HM,SE,valid,FALSE,FALSE,NA,6.778887814935028,NA,0.99140958850324,0,8.4513423084923,NA,0.9947107112486756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2023-03,dry,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,8.4513423084923,0,0,TRUE
LGR2_2022-10-23_CP40_P01,LGR2_2022-10-23_CP40_P01,CP40,2022-10-23,11:23:24,11:26:07,surface,water,LGR2,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,75.82969969725661,HM,SE,valid,FALSE,FALSE,NA,51.51209434440865,NA,0.9879433801460112,3.321240183063289e-117,75.82969969725661,NA,0.9990031823550776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,10,2022-10,wet,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,75.82969969725661,0,0,TRUE
LGR2_2022-10-23_CP40_P07,LGR2_2022-10-23_CP40_P07,CP40,2022-10-23,12:29:29,12:35:27,surface,water,LGR2,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,36.66894146835965,HM,SE | Intercept (LM),valid,FALSE,FALSE,NA,19.569744718585767,NA,0.96170718758763,3.765940188842378e-226,36.66894146835965,NA,0.9876950566182962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,10,2022-10,wet,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,36.66894146835965,0,0,TRUE
LGR2_2022-10-23_CP40_P08,LGR2_2022-10-23_CP40_P08,CP40,2022-10-23,12:37:17,12:40:51,surface,water,LGR2,ebullition_reprocessing,NA,NA,NA,NA,NA,NA,NA,NA,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,324.3,4318,4.318,70,29,22.011759128489967,HM,SE,valid,FALSE,FALSE,NA,21.263706558295567,NA,0.9987330168026746,7.169204416024395e-250,22.011759128489967,NA,0.9988172449143872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,10,2022-10,wet,ghost,NA,valid,additional trace from ebullition reprocessing,NA,0,22.011759128489967,0,0,TRUE
